PREFIJO;LOCALIDAD;PROVINCIA
3868;SECLANTAS;SALTA
3868;TOLOMBON;SALTA
3869;ESTACION ARAOZ;TUCUMAN
3869;LAS CEJAS;TUCUMAN
3869;LOS RALOS;TUCUMAN
3869;PALA PALA;TUCUMAN
3869;QUILMES;TUCUMAN
3869;RANCHILLOS;TUCUMAN
3869;VILLA RESCATE;TUCUMAN
387;ATOCHA;SALTA
387;CAMPO QUIJANO;SALTA
387;CAMPO SANTO;SALTA
387;CERRILLOS;SALTA
387;COBOS;SALTA
387;CORONEL MOLDES;SALTA
387;CHICOANA;SALTA
387;EL CARRIL;SALTA
387;GUACHIPAS;SALTA
387;GUEMES;SALTA
387;INGENIERO MAURY;SALTA
387;LA CALDERA;SALTA
387;LA CALDERILLA;SALTA
387;LA CIENAGA;SALTA
387;LA MERCED;SALTA
387;LA SILLETA;SALTA
387;LA VINA;SALTA
387;LAS COSTAS;SALTA
387;LOS ALAMOS;SALTA
387;MINA SIJES;SALTA
387;MINA TINCALAYU;SALTA
387;OLACAPATO;SALTA
387;PASO DE SICO;SALTA
387;ROSARIO DE LERMA;SALTA
387;SALAR DE POCITOS;SALTA
387;SALTA;SALTA
387;SAN AGUSTIN;SALTA
387;SAN ANTONIO DE LOS COBRES;SALTA
387;SAN LORENZO;SALTA
387;SAN LUIS;SALTA
387;TOLAR GRANDE;SALTA
387;TRES POZOS;SALTA
387;VAQUEROS;SALTA
3873;AGUARAY;SALTA
3873;ALTO DE LA SIERRA;SALTA
3873;CAMPAMENTO VESPUCIO;SALTA
3873;CAPIAZUTI;SALTA
3873;CORONEL CORNEJO;SALTA
3873;GENERAL ENRIQUE MOSCONI;SALTA
3873;SALVADOR MAZZA;SALTA
3873;SANTA MARIA;SALTA
3873;SANTA VICTORIA ESTE;SALTA
3873;TARTAGAL;SALTA
3873;TOBANTIRENDA;SALTA
3873;YACUI;SALTA
3876;ANTILLA;SALTA
3876;EL GALPON;SALTA
3876;EL JARDIN;SALTA
3876;EL TALA;SALTA
3876;LA CANDELARIA;SALTA
3876;METAN;SALTA
3876;RIO PIEDRAS;SALTA
3876;ROSARIO DE LA FRONTERA;SALTA
3876;SAN FELIPE;SALTA
3877;APOLINARIO SARAVIA;SALTA
3877;CEIBALITO;SALTA
3877;CENTRO 25 DE JUNIO;SALTA
3877;CORONEL MOLLINEDO;SALTA
3877;EL QUEBRACHAL;SALTA
3877;GAONA;SALTA
3877;GENERAL PIZARRO;SALTA
3877;JOAQUIN V. GONZALEZ;SALTA
3877;LAS LAJITAS;SALTA
3877;LUIS BURELA;SALTA
3877;NUESTRA SEÑORA DE TALAVERA;SALTA
3877;PIQUETE CABADO;SALTA
3877;RIO DEL VALLE;SALTA
3877;TACO POZO;CHACO
3878;AGUAS BLANCAS;SALTA
3878;CAMPICHUELO;SALTA
3878;COLONIA SANTA ROSA;SALTA
3878;CORONEL JUAN SOLA;SALTA
3878;DRAGONES;SALTA
3878;EMBARCACION;SALTA
3878;GENERAL BALLIVIAN;SALTA
3878;HIPOLITO YRIGOYEN;SALTA
3878;ISLA DE CANA;SALTA
3878;LA QUENA;SALTA
3878;LA UNION;SALTA
3878;LOS BLANCOS;SALTA
3878;LOS TOLDOS;SALTA
3878;MISION CHAQUEÑA;SALTA
3878;ORAN;SALTA
3878;PADRE LOZANO;SALTA
3878;PICHANAL;SALTA
3878;PLUMA DE PATO;SALTA
3878;RIVADAVIA;SALTA
3878;URUNDEL;SALTA
388;AGUA CALIENTE;JUJUY
388;ALTO COMEDERO;JUJUY
388;BARCENA;JUJUY
388;BARRIO LA UNION;JUJUY
388;EL CARMEN;JUJUY
388;EL MORENO;JUJUY
388;JUELLA;JUJUY
388;LAS MADERAS;JUJUY
388;LEON;JUJUY
388;LOS ALISOS;JUJUY
388;LOS LAPACHOS - EST. MAQUINISTA VERON;JUJUY
388;LOS MANANTIALES;JUJUY
388;MAIMARA;JUJUY
388;MINA NUEVE DE OCTUBRE;JUJUY
388;MONTERRICO;JUJUY
388;PALPALA;JUJUY
388;PAMPA BLANCA;JUJUY
388;PERICO;JUJUY
388;POSTA DE LOZANO;JUJUY
388;PUESTO VIEJO;JUJUY
388;PURMAMARCA;JUJUY
388;REYES;JUJUY
388;SAN ANTONIO;JUJUY
388;SAN JUANCITO SUR;SAN JUAN
388;SAN SALVADOR DE JUJUY;JUJUY
388;SANTO DOMINGO;JUJUY
388;TERMAS DE REYES;JUJUY
388;TILCARA;JUJUY
388;TUMBAYA;JUJUY
388;VOLCAN;JUJUY
388;YALA;JUJUY
3885;CASIRA;JUJUY
3885;CIENAGA GRANDE;JUJUY
3885;CUSI CUSI;JUJUY
3885;EL ANGOSTO;JUJUY
3885;LA QUIACA;JUJUY
3885;MINA PAN DE AZUCAR;JUJUY
3885;MINA PIRQUITA;JUJUY
3885;NAZARENO;JUJUY
3885;ORATORIO;JUJUY
3885;RINCONADA;JUJUY
3885;SAN JUAN DE MISA RUMI;SAN JUAN
3885;SANTA VICTORIA OESTE;JUJUY
3885;YAVI;JUJUY
3886;CAIMANCITO;JUJUY
3886;CALILEGUA;JUJUY
3886;CHALICAN;JUJUY
3886;EL TALAR;JUJUY
3886;FRAILE PINTADO;JUJUY
3886;LIBERTADOR GENERAL SAN MARTIN;JUJUY
3886;MAIZ NEGRO;JUJUY
3886;PALMA SOLA;JUJUY
3886;PAMPICHUELA;JUJUY
3886;SAN FRANCISCO;JUJUY
3886;VALLE GRANDE;JUJUY
3886;VIÑALITO;JUJUY
3886;YUTO;JUJUY
3887;ABRA PAMPA;JUJUY
3887;ABRALAITE;JUJUY
3887;CATUA;JUJUY
3887;COCTACA;JUJUY
3887;CONDOR;JUJUY
3887;CORANZULI;JUJUY
3887;EL AGUILAR;JUJUY
3887;HIPOLITO YRIGOYEN;JUJUY
3887;HUANCAR;JUJUY
3887;HUMAHUACA;JUJUY
3887;IRUYA;JUJUY
3887;OLAROZ CHICO;JUJUY
3887;PASO DE JAMA;JUJUY
3887;PASTOS CHICOS;JUJUY
3887;PUEBLO VIEJO;JUJUY
3887;SAN JUAN DE QUILLAQUES;SAN JUAN
3887;SANTA ANA;JUJUY
3887;SUSQUES;JUJUY
3887;TRES CRUCES;JUJUY
3887;TUSAQUILLA;JUJUY
3887;UQUIA;JUJUY
3887;VALLE COLORADO;JUJUY
3888;AGUA CALIENTE;JUJUY
3888;ARRAYANAL;JUJUY
3888;BARRO NEGRO;JUJUY
3888;DON EMILIO;JUJUY
3888;EL FUERTE;JUJUY
3888;EL HACHERAL;JUJUY
3888;EL PIQUETE;JUJUY
3888;EL PUESTO;JUJUY
3888;INGENIO LA ESPERANZA;JUJUY
3888;LA MANGA;JUJUY
3888;LA MENDIETA;JUJUY
3888;LAS PAMPITAS;JUJUY
3888;LOTE PALOS BLANCOS;JUJUY
3888;MIRAFLORES;JUJUY
3888;PARAPETI;JUJUY
3888;PIEDRITAS;JUJUY
3888;PUENTE LAVAYEN;JUJUY
3888;SAN ANTONIO;JUJUY
3888;SAN PEDRO;JUJUY
3888;SANTA CLARA;JUJUY
3891;GRANEROS;TUCUMAN
3891;LA MADRID;TUCUMAN
3891;MONTEAGUDO;TUCUMAN
3891;TACO RALO;TUCUMAN
3892;AMAICHA DEL VALLE;TUCUMAN
3892;ANCAJULI;TUCUMAN
3892;COLALAO DEL VALLE;TUCUMAN
3894;BURRUYACU;TUCUMAN
3894;CHORRILLOS;TUCUMAN
3894;GOBERNADOR GARMENDIA;TUCUMAN
3894;LAGUNA DE ROBLES;TUCUMAN
3894;RIO DEL NIO;TUCUMAN
3894;VILLA BENJAMIN ARAOZ;TUCUMAN
